Trip Year,Trip Month,Start Station,Start Latitude,Start Longitude,Total Trips Started
2019,October,Front St & Jay St,40.702461,-73.986842,2022
2019,October,Front St & Maiden Ln,40.70530954,-74.00612572,2833
2019,October,Front St & Washington St,40.70255088,-73.98940236,3241
2019,October,Frost St & Debevoise Ave,40.71882,-73.93948,120
2019,October,Frost St & Meeker Ave,40.71766197,-73.94880027,602
2019,October,Fulton St & Adams St,40.69241829,-73.98949474,2937
2019,October,Fulton St & Broadway,40.711066,-74.009447,4782
2019,October,Fulton St & Clermont Ave,40.68415748,-73.96922273,904
2019,October,Fulton St & Irving Pl,40.68186,-73.959432,903
2019,October,Fulton St & Rockwell Pl,40.68841,-73.979458,1309
2019,October,Fulton St & Utica Ave,40.6794268,-73.9298911,815
2019,October,Fulton St & Waverly Ave,40.68323865,-73.96599591,1728
2019,October,Fulton St & William St,40.70955958,-74.00653609,3587
2019,October,Gansevoort St & Hudson St,40.7394482,-74.00507033,6456
2019,October,Garfield Pl & 8 Ave,40.6711978,-73.97484126,844
2019,October,George St & Wilson Ave,40.702997,-73.92997,372
2019,October,Graham Ave & Conselyea St,40.715143,-73.944507,2301
2019,October,Graham Ave & Grand St,40.711863,-73.944024,1486
2019,October,Graham Ave & Herbert St,40.71929301,-73.94500379,628
2019,October,Graham Ave & Withers St,40.7169811,-73.94485918,1083
2019,October,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,7945
2019,October,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,2243
2019,October,Grand Ave & Bergen St,40.678045,-73.962408,1042
2019,October,Grand St & Elizabeth St,40.718822,-73.99596,8270
2019,October,Grand St & Havemeyer St,40.71286844,-73.95698119,2255
2019,October,Great Jones St,40.72743423,-73.99379025,7534
2019,October,Green St & McGuinness Blvd,40.73396,-73.95204,233
2019,October,Greene Av & Myrtle Av,40.698568,-73.918877,533
2019,October,Greene Ave & Nostrand Ave,40.6883337,-73.950916,859
2019,October,Greene Ave & Throop Ave,40.6894932,-73.942061,685
2019,October,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2111
2019,October,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,8604
2019,October,Greenwich Ave & Charles St,40.735238,-74.000271,4607
2019,October,Greenwich St & W Houston St,40.728846,-74.008591,6260
2019,October,Grove St & Broadway,40.69047,-73.923511,6
2019,October,Halsey St & Broadway,40.68565,-73.91564,14
2019,October,Halsey St & Tompkins Ave,40.6823687,-73.944118,742
2019,October,Hancock St & Bedford Ave,40.68216564,-73.95399026,603
2019,October,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,4124
2019,October,Harrison Pl & Porter Ave,40.70686,-73.92851,174
2019,October,Harrison St & Hudson St,40.71870987,-74.0090009,1851
2019,October,Hart St & Wyckoff Ave,40.704876,-73.919911,294
2019,October,Henry St & Atlantic Ave,40.69089272,-73.99612349,1894
2019,October,Henry St & Bay St,40.6725058,-74.00494695,183
2019,October,Henry St & Degraw St,40.6847514,-73.99917254,1438
2019,October,Henry St & Middagh St,40.7003,-73.991581,1346
2019,October,Henry St & W 9 St,40.6763744,-74.00324957,228
2019,October,Hicks St & Montague St,40.69512845,-73.99595065,1999
2019,October,Hope St & Union Ave,40.71167351,-73.95141312,1920
2019,October,Howard St & Centre St,40.71910537,-73.99973337,4698
2019,October,Hudson St & Reade St,40.71625008,-74.0091059,3179
2019,October,Humboldt St & Varet St,40.7031724,-73.940636,452
2019,October,Huron St & Franklin St,40.73266,-73.95826,1725
2019,October,India St & Manhattan Ave,40.73232194,-73.9550858,2033
2019,October,India St & West St,40.73181402,-73.95995021,1602
2019,October,Irving Ave & DeKalb Ave,40.7027,-73.92095,366
2019,October,Irving Ave & Halsey St,40.69467,-73.90663,79
2019,October,Irving Ave & Harman St,40.70108,-73.9179,130
2019,October,Irving Ave & Jefferson St,40.70538,-73.92535,430
2019,October,Irving Ave & Palmetto St,40.698,-73.9127,52
2019,October,Jackson Ave & 46 Rd,40.74524768,-73.94733276,603
2019,October,Jackson St & Leonard St,40.71638032,-73.94821286,440
2019,October,Jay St & Tech Pl,40.695065,-73.987167,2561
2019,October,Jay St & York St,40.70140317,-73.9867267,3651
2019,October,Jefferson St & Cypress Ave,40.70907,-73.92157,262
2019,October,John St & William St,40.70862144,-74.00722156,3161
2019,October,Johnson St & Gold St,40.69474881,-73.98362464,1419
2019,October,Kane St & Clinton St,40.6861758,-73.99645295,1333
2019,October,Kent Ave & N 7 St,40.72036775,-73.96165073,4423
2019,October,Kent Ave & S 11 St,40.70764494,-73.96841526,2257
2019,October,Kent St & McGuinness Blvd,40.73124,-73.95161,274
2019,October,Kingsland Ave & Nassau Ave,40.72577,-73.94173,456
2019,October,Kingston Ave & Herkimer St,40.67890679,-73.94142771,783
2019,October,Knickerbocker Ave & Cooper St,40.69081,-73.90448,2
2019,October,Knickerbocker Ave & George St,40.704425,-73.92836,461
2019,October,Knickerbocker Ave & Thames St,40.70539,-73.92976,352
2019,October,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,703
2019,October,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,929
2019,October,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,6358
2019,October,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,1441
2019,October,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,2263
2019,October,Lafayette Ave & St James Pl,40.68851534,-73.9647628,2032
2019,October,Lafayette St & E 8 St,40.73020661,-73.99102628,9590
2019,October,Lafayette St & Jersey St,40.72456089,-73.99565293,6279
2019,October,Laight St & Hudson St,40.72185379,-74.00771779,1210
2019,October,Lawrence St & Willoughby St,40.69236178,-73.98631746,2714
2019,October,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,619
2019,October,Lenox Ave & W 111 St,40.7987859,-73.9523,3088
2019,October,Lenox Ave & W 115 St,40.8011939,-73.9500739,964
2019,October,Lenox Ave & W 117 St,40.8025566,-73.9490782,1842
2019,October,Lenox Ave & W 126 St,40.808442,-73.9452087,1605
2019,October,Lenox Ave & W 130 St,40.8107922,-73.9430681,1412
2019,October,Leonard St & Boerum St,40.70583339,-73.94644578,603
2019,October,Leonard St & Church St,40.717571,-74.005549,2808
2019,October,Leonard St & Maujer St,40.71036854,-73.94705951,964
2019,October,Leonard St & Nassau Ave,40.72395678,-73.94984365,1854
2019,October,Lewis Ave & Decatur St,40.6814598,-73.934903,506
2019,October,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,520
2019,October,Lewis Ave & Madison St,40.686312,-73.935775,954
2019,October,Lexington Ave & Classon Ave,40.68676793,-73.95928168,1083
2019,October,Lexington Ave & E 111 St,40.7954121,-73.9441232,1149
2019,October,Lexington Ave & E 120 St,40.8013066,-73.9398167,549
2019,October,Lexington Ave & E 127 St,40.805726,-73.936322,515
2019,October,Lexington Ave & E 26 St,40.741459,-73.983293,7554
2019,October,Lexington Ave & E 29 St,40.74311555,-73.98215353,4487
2019,October,Lexington Ave & E 36 St,40.74757396,-73.97880077,3241
2019,October,Liberty St & Broadway,40.70905623,-74.01043382,5015
2019,October,Lincoln Pl & Classon Ave,40.6721683,-73.9609,391
2019,October,Linden St & Knickerbocker Ave,40.69714,-73.91566,45
2019,October,Lispenard St & Broadway,40.71939226,-74.00247214,5205
2019,October,Little West St & 1 Pl,40.70569254,-74.01677685,4770
2019,October,Lorimer St & Broadway,40.70411791,-73.94818595,658
2019,October,MacDougal St & Prince St,40.72710258,-74.00297088,7155
2019,October,MacDougal St & Washington Sq,40.73226398,-73.99852205,4585
2019,October,Macon St & Nostrand Ave,40.68098339,-73.95004798,1634
2019,October,Madison Ave & E 120 St,40.80295,-73.942954,534
2019,October,Madison Ave & E 82 St,40.7781314,-73.96069399,2141
2019,October,Madison Ave & E 99 St,40.78948542,-73.95242929,1256
2019,October,Madison St & Clinton St,40.71269042,-73.98776323,2384
2019,October,Madison St & Montgomery St,40.713126,-73.984844,2267
2019,October,Maiden Ln & Pearl St,40.70706456,-74.00731853,2583
2019,October,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,698
2019,October,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,464
2019,October,Market St & Cherry St,40.71076228,-73.99400398,1960
2019,October,McGuinness Blvd & Eagle St,40.73555,-73.95284,1917
2019,October,McKibbin St & Bogart St,40.706237,-73.933871,765
2019,October,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,675
2019,October,Melrose St & Broadway,40.697481,-73.935877,140
2019,October,Menahan St & Central Ave,40.69543,-73.9196,52
2019,October,Menahan St & Wyckoff Ave,40.70113,-73.91422,102
2019,October,Mercer St & Bleecker St,40.72706363,-73.99662137,5886
2019,October,Mercer St & Spring St,40.72362738,-73.99949601,4903
2019,October,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,2430
2019,October,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,4978
2019,October,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,1816
2019,October,Metropolitan Ave & Stewart Ave,40.71401,-73.92793,50
2019,October,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,58
2019,October,Milton St & Franklin St,40.72906,-73.95779,3148
2019,October,Moffat St & Bushwick,40.68458,-73.90925,11
2019,October,Monroe St & Bedford Ave,40.6851443,-73.95380904,1245
2019,October,Monroe St & Classon Ave,40.6845683,-73.95881081,1137
2019,October,Monroe St & Tompkins Ave,40.686203,-73.944694,907
2019,October,Montgomery St & Franklin Ave,40.66643931,-73.96055639,201
2019,October,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,1267
2019,October,Morgan Ave & Maspeth Ave,40.716657,-73.93637,111
2019,October,Morningside Ave & W 123 St,40.81,-73.9551508,712
2019,October,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,553
2019,October,Mott St & Prince St,40.72317958,-73.99480012,5315
2019,October,Mt Morris Park W & W 120 St,40.804038,-73.945925,969
2019,October,Murray St & Greenwich St,40.71485151,-74.01122332,4134
2019,October,Murray St & West St,40.7149787,-74.013012,3790
2019,October,Myrtle Ave & Grove St,40.69905,-73.91516,125
2019,October,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,1061
2019,October,Myrtle Ave & Linden St,40.69943,-73.91337,178
2019,October,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,638
2019,October,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,942
2019,October,N 11 St & Kent Ave,40.72248189,-73.95921931,1160
2019,October,N 12 St & Bedford Ave,40.72079821,-73.95484712,2021
2019,October,N 15 St & Wythe Ave,40.724055,-73.955736,658
2019,October,N 6 St & Bedford Ave,40.71745169,-73.95850939,4468
2019,October,Nassau Ave & Newell St,40.72481256,-73.94752622,1650
2019,October,Nassau Ave & Russell St,40.72557,-73.94434,2195
2019,October,Nassau St & Navy St,40.69839895,-73.98068914,1304
2019,October,Newton Rd & 44 St,40.7595701,-73.9142678,379
2019,October,Newtown Ave & 23 St,40.7713615,-73.9246145,809
2019,October,Norfolk St & Broome St,40.7172274,-73.98802084,4864
2019,October,North Moore St & Greenwich St,40.72019521,-74.01030064,7067
2019,October,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,461
2019,October,Old Fulton St,40.70277159,-73.99383605,3204
2019,October,Old Slip & Front St,40.7037992,-74.00838676,2500
2019,October,Pacific St & Classon Ave,40.6791944,-73.9587903,473
2019,October,Pacific St & Nevins St,40.6853761,-73.98302136,1012
2019,October,Park Ave & E 124 St,40.8045555,-73.9396861,3068
2019,October,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,488
2019,October,Park Ave & St Edwards St,40.69608941,-73.97803415,605
2019,October,Park Pl & Church St,40.71334184,-74.00935516,2339
2019,October,Park Pl & Franklin Ave,40.6741806,-73.9564947,725
2019,October,Park Pl & Vanderbilt Ave,40.6767,-73.969024,1364
2019,October,Pearl St & Hanover Square,40.7047177,-74.00926027,2464
2019,October,Peck Slip & Front St,40.707873,-74.00167,3870
2019,October,Perry St & Bleecker St,40.73535398,-74.00483091,4252
2019,October,Pershing Square North,40.751873,-73.977706,16426
2019,October,Pershing Square South,40.751581,-73.97791,7615
2019,October,Picnic Point,40.6851256,-74.02535319,491
2019,October,Pier 40 - Hudson River Park,40.72771408,-74.01129574,5370
2019,October,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,1029
2019,October,Pike St & E Broadway,40.71406667,-73.99293911,3061
2019,October,Pike St & Monroe St,40.71173107,-73.99193043,2432
2019,October,Pioneer St & Richards St,40.6777748,-74.0094613,300
2019,October,Pioneer St & Van Brunt St,40.679043,-74.011169,794
2019,October,Pitt St & Stanton St,40.71926081,-73.98178024,887
2019,October,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,1633
2019,October,Pleasant Ave & E 116 St,40.7949879,-73.9333349,1674
2019,October,Pleasant Ave & E 120 St,40.7974772,-73.9311847,685
2019,October,Powers St & Olive St,40.71323,-73.93894,496
2019,October,President St & Henry St,40.6828003,-73.99990419,842
2019,October,Prospect Park West & 8 St,40.66514682,-73.97637606,1124
2019,October,Prospect Pl & 6 Ave,40.6793307,-73.97519523,891
2019,October,Prospect Pl & Underhill Ave,40.6769694,-73.96579,768
2019,October,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,534
2019,October,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,200
2019,October,Putnam Ave & Nostrand Ave,40.68402,-73.94977,492
2019,October,Putnam Ave & Throop Ave,40.6851532,-73.94111,716
2019,October,Putnam Ave & Wyckoff Ave,40.69811,-73.90904,212
2019,October,Queens Plaza North & Crescent St,40.75110165,-73.94073717,2659
2019,October,Railroad Ave & Kay Ave,40.70531194,-73.97100056,101
2019,October,Reade St & Broadway,40.71450451,-74.00562789,2491
2019,October,Richards St & Delavan St,40.6794327,-74.00785041,333
2019,October,Richardson St & N Henry St,40.71907891,-73.9422369,1187
2019,October,Riverside Blvd & W 67 St,40.77750703,-73.98888588,2558
2019,October,Riverside Dr & W 104 St,40.8013434,-73.97114574,1303
2019,October,Riverside Dr & W 72 St,40.78057799,-73.98562431,2745
2019,October,Riverside Dr & W 78 St,40.78414472,-73.98362492,1592
2019,October,Riverside Dr & W 82 St,40.78720869,-73.98128127,1911
2019,October,Riverside Dr & W 91 St,40.79313481,-73.97700369,1355
2019,October,Rivington St & Chrystie St,40.72110063,-73.9919254,3708
2019,October,Rivington St & Ridge St,40.71850211,-73.98329859,3222
2019,October,Roebling St & N 4 St,40.71469,-73.95739,1771
2019,October,Rogers Ave & Sterling St,40.6630619,-73.9538746,511
2019,October,S 3 St & Bedford Ave,40.71260486,-73.96264403,2797
2019,October,S 4 St & Rodney St,40.70934,-73.95608,1449
2019,October,S 4 St & Wythe Ave,40.71285887,-73.96590294,3480
2019,October,S 5 Pl & S 5 St,40.710451,-73.960876,4628
2019,October,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,1115
2019,October,Schermerhorn St & Bond St,40.68841743,-73.98451656,2438
2019,October,Schermerhorn St & Court St,40.69102926,-73.99183363,1625
2019,October,Scholes St & Manhattan Ave,40.70870368,-73.9448625,1518
2019,October,Sharon St & Olive St,40.715353,-73.93856,612
2019,October,Sigourney St & Columbia St,40.67267243,-74.00879525,472
2019,October,Smith St & 3 St,40.6787242,-73.99599099,1063
2019,October,Smith St & 9 St,40.6746957,-73.99785768,1501
2019,October,Soissons Landing,40.69231661,-74.01486576,1123
2019,October,South End Ave & Liberty St,40.711512,-74.015756,8113
2019,October,South St & Gouverneur Ln,40.70355377,-74.00670227,4945
2019,October,South St & Whitehall St,40.70122128,-74.01234218,3038
2019,October,Spruce St & Nassau St,40.71146364,-74.00552427,2995
2019,October,St James Pl & Oliver St,40.71307916,-73.99851193,2408
2019,October,St James Pl & Pearl St,40.71117416,-74.00016545,1460
2019,October,St Johns Pl & Washington Ave,40.6737236,-73.9631611,941
2019,October,St Marks Pl & 1 Ave,40.72779126,-73.98564945,6899
2019,October,St Marks Pl & 2 Ave,40.7284186,-73.98713956,5854
2019,October,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,1848
2019,October,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,1189
2019,October,Stagg St & Morgan Ave,40.710681,-73.93372,313
2019,October,Stagg St & Union Ave,40.70877084,-73.95095259,1560
2019,October,Stanton St & Chrystie St,40.72229346,-73.99147535,4595
2019,October,Stanton St & Mangin St,40.71782143,-73.97628939,2182
2019,October,Stanton St & Norfolk St,40.720747,-73.986274,3227
2019,October,State St & Smith St,40.68926942,-73.98912867,1860
2019,October,Steinway St & 23 Ave,40.7713937,-73.9077436,554
2019,October,Steinway St & 28 Ave,40.7656251,-73.9136695,971
2019,October,Sterling Pl & Bedford Ave,40.672695,-73.954131,831
2019,October,Sterling St & Bedford Ave,40.6627059,-73.9569115,329
2019,October,Stewart Ave & Johnson Ave,40.70869,-73.92587,108
2019,October,Stockholm St & Wilson Ave,40.699304,-73.923044,378
2019,October,Stuyvesant Walk & 1 Av Loop,40.73233978,-73.97898383,583
2019,October,Suffolk St & Stanton St,40.72066442,-73.98517977,3905
2019,October,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,181
2019,October,Sullivan St & Washington Sq,40.73047747,-73.99906065,5995
2019,October,Suydam St & Broadway,40.69544,-73.93223,179
2019,October,Suydam St & Knickerbocker Ave,40.702013,-73.923769,526
2019,October,Suydam St & St. Nicholas Ave,40.70636,-73.91945,78
2019,October,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,310
2019,October,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,716
2019,October,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,1052
2019,October,Underhill Ave & Pacific St,40.6804836,-73.9646795,950
2019,October,Union Ave & Jackson St,40.7160751,-73.952029,875
2019,October,Union Ave & N 12 St,40.71924,-73.95242,2067
2019,October,Union Ave & Wallabout St,40.70029511,-73.95032283,676
2019,October,Union St & 4 Ave,40.6772744,-73.98282002,1716
2019,October,Union St & Bedford Ave,40.6691783,-73.9554162,275
2019,October,Union St & Nevins St,40.679098,-73.98765475,871
2019,October,University Pl & E 14 St,40.734814,-73.992085,8875
2019,October,University Pl & E 8 St,40.73143724,-73.99490342,6459
2019,October,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,835
2019,October,Van Brunt St & Wolcott St,40.6773429,-74.01275056,908
2019,October,Van Buren St & Broadway,40.692,-73.92617,65
2019,October,Vernon Blvd & 10 St,40.7671863,-73.9373554,511
2019,October,Vernon Blvd & 30 Rd,40.770845,-73.934171,599
2019,October,Vernon Blvd & 31 Ave,40.7692475,-73.9354504,618
2019,October,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,419
2019,October,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,938
2019,October,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2751
2019,October,Verona Pl & Fulton St,40.68035608,-73.9476791,738
2019,October,Vesey Pl & River Terrace,40.7153379,-74.01658354,7157
2019,October,W 100 St & Broadway,40.7973721,-73.97041192,2527
2019,October,W 100 St & Manhattan Ave,40.795,-73.9645,2424
2019,October,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,1335
2019,October,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,1666
2019,October,W 106 St & Central Park West,40.7981856,-73.9605909,2200
2019,October,W 107 St & Columbus Ave,40.7997568,-73.96211287,897
2019,October,W 11 St & 6 Ave,40.73532427,-73.99800419,5388
2019,October,W 110 St & Amsterdam Ave,40.802692,-73.96295,1902
2019,October,W 113 St & Broadway,40.805973,-73.964928,1460
2019,October,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,2113
2019,October,W 116 St & Broadway,40.8082,-73.9641,1527
2019,October,W 120 St & Claremont Ave,40.8109494,-73.9634,1101
2019,October,W 129 St & Convent Ave,40.81439444,-73.95324737,678
2019,October,W 13 St & 5 Ave,40.735445,-73.99431,6515
2019,October,W 13 St & 7 Ave,40.73781509,-73.99994661,6489
2019,October,W 15 St & 10 Ave,40.74275383,-74.00747359,4386
2019,October,W 15 St & 7 Ave,40.73935542,-73.99931783,7268
2019,October,W 16 St & The High Line,40.74334935,-74.00681753,5421
2019,October,W 17 St & 8 Ave,40.74177603,-74.00149746,7721
2019,October,W 18 St & 6 Ave,40.73971301,-73.99456405,7858
2019,October,W 18 St & 9 Ave,40.74353373,-74.00367558,2373
2019,October,W 20 St & 11 Ave,40.746745,-74.007756,9495
2019,October,W 20 St & 7 Ave,40.74238787,-73.99726235,6310
2019,October,W 20 St & 8 Ave,40.74345335,-74.00004031,4935
2019,October,W 21 St & 6 Ave,40.74173969,-73.99415556,12419
2019,October,W 22 St & 10 Ave,40.74691959,-74.00451887,7221
2019,October,W 22 St & 8 Ave,40.74475148,-73.99915362,6301
2019,October,W 24 St & 7 Ave,40.74487634,-73.99529885,7970
2019,October,W 25 St & 6 Ave,40.74395411,-73.99144871,6253
2019,October,W 26 St & 10 Ave,40.74971775,-74.00295035,5309
2019,October,W 26 St & 8 Ave,40.74734825,-73.99723551,7034
2019,October,W 27 St & 7 Ave,40.746647,-73.993915,7881
2019,October,W 31 St & 7 Ave,40.749156,-73.9916,9350
2019,October,W 33 St & 7 Ave,40.75019995,-73.99093085,6554
2019,October,W 34 St & 11 Ave,40.75594159,-74.0021163,7881
2019,October,W 35 St & Dyer Ave,40.75469175,-73.99740189,4316
2019,October,W 37 St & 10 Ave,40.75660359,-73.9979009,4170
2019,October,W 37 St & 5 Ave,40.75038009,-73.98338988,4165
2019,October,W 38 St & 8 Ave,40.75466591,-73.99138152,9058
2019,October,W 4 St & 7 Ave S,40.73401143,-74.00293877,6613
2019,October,W 40 St & 5 Ave,40.752269,-73.982079,4509
2019,October,W 41 St & 8 Ave,40.75640548,-73.9900262,9465
2019,October,W 42 St & 8 Ave,40.7575699,-73.99098507,4768
2019,October,W 42 St & Dyer Ave,40.75898481,-73.99379969,3343
2019,October,W 43 St & 10 Ave,40.76009437,-73.99461843,4952
2019,October,W 44 St & 5 Ave,40.75500254,-73.98014437,4738
2019,October,W 45 St & 6 Ave,40.7568001,-73.98291153,6238
2019,October,W 45 St & 8 Ave,40.75929124,-73.98859651,6261
2019,October,W 46 St & 11 Ave,40.76341379,-73.99667444,5483
2019,October,W 47 St & 10 Ave,40.76269882,-73.99301222,3504
2019,October,W 49 St & 8 Ave,40.76227205,-73.98788205,6802
2019,October,W 50 St & 9 Ave,40.76360468,-73.98917958,4020
2019,October,W 52 St & 11 Ave,40.76727216,-73.99392888,3518
2019,October,W 52 St & 5 Ave,40.75992262,-73.97648516,5508
2019,October,W 52 St & 6 Ave,40.76132983,-73.97982001,5280
2019,October,W 53 St & 10 Ave,40.76669671,-73.99061728,2472
2019,October,W 54 St & 9 Ave,40.76584941,-73.98690506,2512
2019,October,W 55 St & 6 Ave,40.763189,-73.978434,4646
2019,October,W 56 St & 10 Ave,40.768254,-73.988639,4653
2019,October,W 59 St & 10 Ave,40.770513,-73.988038,4721
2019,October,W 63 St & Broadway,40.77163851,-73.98261428,5158
2019,October,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,3661
2019,October,W 67 St & Broadway,40.77492513,-73.98266566,3992
2019,October,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3910
2019,October,W 74 St & Columbus Ave,40.7785669,-73.97754961,2059
2019,October,W 76 St & Columbus Ave,40.78018397,-73.97728533,3415
2019,October,W 78 St & Broadway,40.78339981,-73.98093133,2268
2019,October,W 84 St & Broadway,40.7867947,-73.977112,2791
2019,October,W 84 St & Columbus Ave,40.78499979,-73.97283406,2832
2019,October,W 87 St & Amsterdam Ave,40.78839,-73.9747,2022
2019,October,W 87 St & West End Ave,40.789622,-73.97757,1987
2019,October,W 89 St & Columbus Ave,40.7882213,-73.97041561,3056
2019,October,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,1574
2019,October,W 92 St & Broadway,40.7921,-73.9739,1762
2019,October,W 95 St & Broadway,40.7937704,-73.971888,2757
2019,October,W Broadway & Spring St,40.72494672,-74.00165856,4886
2019,October,Warren St & Court St,40.686371,-73.99383324,1224
2019,October,Washington Ave & Greene Ave,40.68650065,-73.96563307,1045
2019,October,Washington Ave & Park Ave,40.69610226,-73.96751037,1907
2019,October,Washington Park,40.6917823,-73.9737299,1270
2019,October,Washington Pl & 6 Ave,40.73224119,-74.00026394,4456
2019,October,Washington Pl & Broadway,40.72903917,-73.99404649,5158
2019,October,Washington St & Gansevoort St,40.739323,-74.008119,6935
2019,October,Water - Whitehall Plaza,40.70255065,-74.0127234,2239
2019,October,Waterbury St & Stagg St,40.71019,-73.93734,354
2019,October,Watts St & Greenwich St,40.72405549,-74.00965965,4219
2019,October,West Drive & Prospect Park West,40.66106337,-73.97945255,1996
2019,October,West End Ave & W 107 St,40.8021174,-73.96818053,1236
2019,October,West End Ave & W 94 St,40.7941654,-73.974124,1520
2019,October,West St & Chambers St,40.71754834,-74.01322069,10024
2019,October,West Thames St,40.70834698,-74.01713445,4186
2019,October,White St & Johnson Ave,40.707174,-73.93581,191
2019,October,White St & Moore St,40.704508,-73.9351,524
2019,October,William St & Pine St,40.70717936,-74.00887308,2793
2019,October,Willoughby Ave & Hall St,40.69196035,-73.96536851,1526
2019,October,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,418
2019,October,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,630
2019,October,Willoughby Ave & Walworth St,40.69331716,-73.95381995,702
2019,October,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,438
2019,October,Willoughby St & Fleet St,40.69196566,-73.9813018,2602
2019,October,Wilson Ave & Troutman St,40.70166,-73.92754,185
2019,October,Withers St & Kingsland Ave,40.71773,-73.94051,341
2019,October,Wolcott St & Dwight St,40.6753274,-74.0100698,283
2019,October,Wyckoff Av & Jefferson St,40.707165,-73.923711,652
2019,October,Wyckoff Av & Stanhope St,40.703545,-73.917775,186
2019,October,Wyckoff St & 3 Ave,40.6827549,-73.98258555,923
2019,October,Wyckoff St & Bond St,40.68461654,-73.98721285,344
2019,October,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,3687
2019,October,Yankee Ferry Terminal,40.686931,-74.016966,971
2019,September,1 Ave & E 110 St,40.7923272,-73.9383,1538
2019,September,1 Ave & E 16 St,40.73221853,-73.98165557,9634
2019,September,1 Ave & E 18 St,40.73381219,-73.98054421,6803
2019,September,1 Ave & E 30 St,40.74144387,-73.97536082,4513
2019,September,1 Ave & E 44 St,40.75001986,-73.96905301,2801
2019,September,1 Ave & E 62 St,40.7612274,-73.96094022,5464
2019,September,1 Ave & E 68 St,40.76500525,-73.95818491,7444
2019,September,1 Ave & E 78 St,40.77140426,-73.9535166,5117
2019,September,1 Ave & E 94 St,40.7817212,-73.94594,1723
2019,September,1 Pl & Clinton St,40.6809591,-73.99905709,1239
2019,September,10 Ave & W 28 St,40.75066386,-74.00176802,8630
2019,September,10 Hudson Yards,40.752957,-74.00264,454
2019,September,10 St & 2 Ave,40.671907,-73.993612,312
2019,September,10 St & 5 Ave,40.6686273,-73.98700053,836
2019,September,10 St & 7 Ave,40.6662078,-73.98199886,973
2019,September,11 Ave & W 27 St,40.751396,-74.005226,9026
2019,September,11 Ave & W 41 St,40.76030096,-73.99884222,6868
2019,September,11 Ave & W 59 St,40.77149671,-73.99046034,6774
2019,September,11 St & 35 Ave,40.7627442,-73.9391141,145
2019,September,11 St & 43 Ave,40.7519071,-73.9479119,391
2019,September,12 Ave & W 40 St,40.76087502,-74.00277668,13159
2019,September,12 St & 4 Ave,40.668603,-73.9904394,305
2019,September,14 St & 5 Ave,40.666287,-73.98895053,1528
2019,September,14 St & 7 Ave,40.663779,-73.98396846,1215
2019,September,19 St & 24 Ave,40.7774552,-73.9225403,639
