End Station,End Latitude,End Longitude,Total Trips Ended
E 33 St & 1 Ave,40.74322681,-73.97449784,47952
E 33 St & 5 Ave,40.74765947,-73.98490707,30730
E 39 St & 2 Ave,40.74780373,-73.9734419,27895
E 39 St & 3 Ave,40.7489006,-73.97604882,22212
E 39 St & Lexington Ave,40.74949855,-73.97729203,11034
E 4 St & 2 Ave,40.7262807,-73.98978041,38922
E 41 St & Madison Ave,40.75216528,-73.97992194,17884
E 43 St & 2 Ave,40.75022392,-73.97121414,16539
E 43 St & 5 Ave,40.75412081,-73.98025185,18786
E 44 St & 2 Ave,40.75118387,-73.97138715,2879
E 45 St & 3 Ave,40.75255434,-73.97282625,19753
E 47 St & 1 Ave,40.75206862,-73.96784384,13635
E 47 St & 2 Ave,40.75323098,-73.97032517,22103
E 47 St & Park Ave,40.75510267,-73.97498696,36200
E 48 St & 3 Ave,40.7546011,-73.97187886,17071
E 48 St & 5 Ave,40.75724568,-73.97805914,30856
E 5 St & Avenue C,40.72299208,-73.97995466,18320
E 51 St & 1 Ave,40.75455731,-73.96592976,23280
E 51 St & 2 Ave,40.755293,-73.967641,12635
E 51 St & Lexington Ave,40.75714758,-73.97207836,16986
E 53 St & 3 Ave,40.75763228,-73.96930575,19171
E 53 St & Lexington Ave,40.75828065,-73.97069431,9555
E 53 St & Madison Ave,40.7597108,-73.97402311,21899
E 55 St & 2 Ave,40.75797322,-73.96603308,25846
E 56 St & 3 Ave,40.75934501,-73.96759673,15981
E 56 St & Madison Ave,40.761573,-73.972628,6171
E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,16528
E 58 St & 1 Ave (NE Corner),40.75892386,-73.96226227,8360
E 58 St & 3 Ave,40.76095756,-73.96724467,32953
E 58 St & Madison Ave,40.76302594,-73.97209525,17301
E 59 St & Madison Ave,40.76350532,-73.97109243,18850
E 6 St & Avenue B,40.72453734,-73.98185424,36043
E 6 St & Avenue D,40.72228087,-73.97668709,27341
E 60 St & York Ave,40.759107,-73.959223,8165
E 63 St & 3 Ave,40.763954,-73.9646,6012
E 65 St & 2 Ave,40.76471852,-73.9622207,14133
E 66 St & Madison Ave,40.76800889,-73.96845281,8789
E 67 St & Park Ave,40.7678008,-73.96592081,8022
E 68 St & 3 Ave,40.7671284,-73.96224618,7622
E 68 St & Madison Ave,40.7691572,-73.96703464,5197
E 7 St & Avenue A,40.72621788,-73.98379855,41004
E 72 St & Park Ave,40.77118288,-73.96409422,14220
E 72 St & York Ave,40.76663814,-73.95348296,25901
E 74 St & 1 Ave,40.7689738,-73.95482273,22203
E 75 St & 3 Ave,40.77112927,-73.95772297,12108
E 76 St & Park Ave,40.773763,-73.96222088,11902
E 77 St & 3 Ave,40.77314236,-73.95856158,13994
E 78 St & 2 Ave,40.7727966,-73.95577801,10154
E 80 St & Park Ave,40.776173,-73.959757,1544
E 81 St & 2 Ave,40.77477945,-73.95427465,17232
E 81 St & 3 Ave,40.77573034,-73.9567526,11537
E 81 St & Park Ave,40.77677702,-73.9590097,3713
E 81 St & York Ave,40.7728384,-73.94989233,15478
E 82 St & East End Ave,40.7724607,-73.9468208,10606
E 84 St & 1 Ave,40.77565541,-73.95068615,21401
E 84 St & 3 Ave,40.77755374,-73.9551276,9932
E 84 St & Park Ave,40.77862688,-73.95772073,12572
E 85 St & 3 Ave,40.77801203,-73.95407149,17271
E 85 St & York Ave,40.77536905,-73.94803392,11039
E 88 St & 1 Ave,40.778301,-73.9488134,17723
E 88 St & Park Ave,40.7814107,-73.95595908,7945
E 89 St & 3 Ave,40.7806284,-73.9521667,13763
E 89 St & York Ave,40.7779453,-73.946041,11350
E 9 St & Avenue C,40.72521311,-73.97768752,25230
E 91 St & 2 Ave,40.7811223,-73.94965589,18864
E 91 St & Park Ave,40.7835016,-73.955327,10110
E 93 St & 2 Ave,40.78245418,-73.94891962,9529
E 95 St & 3 Ave,40.7849032,-73.950503,6069
E 97 St & 3 Ave,40.7859201,-73.94860294,5038
E 97 St & Madison Ave,40.787801,-73.953559,14586
E 98 St & Park Ave,40.78813,-73.95206,5497
East End Ave & E 86 St,40.77518615,-73.94446054,9454
Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,9634
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,6541
Eckford St & Engert Ave,40.72146256,-73.94800901,2074
Edgecombe Ave & W 141 St,40.820681,-73.945144,5637
Edgecombe Ave & W 145 St,40.823498,-73.94386,3715
Edgecombe Ave & W 150 St,40.826881,-73.941427,728
Edgecombe Ave & W 167 St,40.838191,-73.936085,624
Eldert St & Bushwick Ave,40.68652,-73.91321,1101
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,10711
Engert Ave & McGuinness Blvd,40.72158,-73.94546,2217
Essex Light Rail,40.7127742,-74.0364857,6
Evergreen Ave & Noll St,40.70106,-73.93318,2875
FDR Drive & E 35 St,40.744219,-73.97121214,47472
Faile St & Garrison Ave,40.820578,-73.888271,336
Fairview Ave & Linden St,40.70694,-73.90632,887
Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756,11654
Flushing Ave & Woodward Ave,40.71246,-73.91873,1060
Forest Ave & Summerfield St,40.69922,-73.89795,1816
Forsyth St & Broome St,40.71893904,-73.99266288,31881
Forsyth St & Canal St,40.7158155,-73.99422366,33153
Fort Washington Ave & W 173 St,40.84522,-73.940493,2137
Fort Washington Ave & W 183 St,40.852252,-73.937854,3578
Franklin Ave & E 169 St,40.83171,-73.90208,86
Franklin Ave & Empire Blvd,40.66314,-73.9605695,11012
Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,5194
Franklin Ave & St Marks Ave,40.6758324,-73.9561677,6962
Franklin St & Dupont St,40.73564,-73.95866,13889
Franklin St & W Broadway,40.71911552,-74.00666661,16379
Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,735
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,16590
Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,12348
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,18963
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,5256
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,37
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717,358
Freeman St & Southern Blvd,40.830051,-73.892103,32
Front St & Gold St,40.70224,-73.982578,8945
Front St & Jay St,40.702461,-73.986842,13637
Front St & Maiden Ln,40.70530954,-74.00612572,17624
Front St & Washington St,40.70255088,-73.98940236,25769
Frost St & Debevoise Ave,40.71882,-73.93948,1299
Frost St & Meeker Ave,40.71766197,-73.94880027,5461
Fulton Ave & E 168 St,40.830471,-73.904556,143
Fulton Ave & St. Paul's Pl,40.83545,-73.90153,182
Fulton St & Adams St,40.69241829,-73.98949474,16891
Fulton St & Broadway,40.711066,-74.009447,31940
Fulton St & Clermont Ave,40.68415748,-73.96922273,6192
Fulton St & Irving Pl,40.68186,-73.959432,6731
Fulton St & Rockwell Pl,40.68841,-73.979458,4442
Fulton St & Utica Ave,40.6794268,-73.9298911,8247
Fulton St & Waverly Ave,40.68323865,-73.96599591,11182
Fulton St & William St,40.70955958,-74.00653609,18558
Gansevoort St & Hudson St,40.7394482,-74.00507033,37773
Garfield Pl & 8 Ave,40.6711978,-73.97484126,6589
Garrison Ave & Manida St,40.818743,-73.890247,1
George St & Wilson Ave,40.702997,-73.92997,4035
Gerard Ave & E 146 St,40.817755,-73.92965,875
Gerard Ave & E 164 St,40.830262,-73.923391,525
Gerard Ave & E 165 St,40.83173,-73.922394,504
Gerard Ave & McClellan St,40.833909,-73.92112,518
Glenwood Ave,40.72755147,-74.07106072,1
Goble Pl & Macombs Rd,40.844075,-73.917256,584
Graham Ave & Conselyea St,40.715143,-73.944507,11454
Graham Ave & Grand St,40.711863,-73.944024,12721
Graham Ave & Herbert St,40.71929301,-73.94500379,4909
Graham Ave & Withers St,40.7169811,-73.94485918,9346
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,33466
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,21922
Grand Ave & Bergen St,40.678045,-73.962408,7104
Grand Concourse & E 144 St,40.816576,-73.927987,1493
Grand Concourse & E 156 St,40.823429,-73.924689,469
Grand Concourse & E 161 St,40.827115,-73.92272,976
Grand Concourse & E 164 St,40.829608,-73.921461,649
Grand Concourse & E 166 St,40.83196,-73.91956,175
Grand Concourse & E 167 St,40.834263,-73.917641,1179
Grand Concourse & E 171 St,40.839549,-73.913004,1131
Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,1056
Grand St,40.71517768,-74.03768331,3
Grand St & Elizabeth St,40.718822,-73.99596,54471
Grand St & Greene St,40.72170005,-74.00238141,10013
Grand St & Havemeyer St,40.71286844,-73.95698119,12187
Grant Ave & E 164 St,40.828847,-73.91769,1238
Grant Ave & E 169 St,40.83579,-73.913741,87
Great Jones St,40.72743423,-73.99379025,41507
Green St & McGuinness Blvd,40.73396,-73.95204,2242
Greene Av & Myrtle Av,40.698568,-73.918877,4760
Greene Ave & Grandview Ave,40.709697,-73.907856,857
Greene Ave & Nostrand Ave,40.6883337,-73.950916,6985
Greene Ave & Throop Ave,40.6894932,-73.942061,5968
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,13780
Greenwich Ave & 8 Ave,40.73901691,-74.00263761,52834
Greenwich Ave & Charles St,40.735238,-74.000271,30351
Greenwich St & Hubert St,40.721319,-74.010065,2770
Greenwich St & W Houston St,40.728846,-74.008591,37745
Grove St & Broadway,40.69047,-73.923511,3413
Grove St PATH,40.71958612,-74.04311746,6
Halsey St & Broadway,40.68565,-73.91564,2475
Halsey St & Evergreen Ave,40.68858,-73.91227,967
Halsey St & Tompkins Ave,40.6823687,-73.944118,6870
Hamilton Park,40.72759597,-74.04424731,8
Hamilton Pl & W 138 St,40.821728,-73.952761,1248
Hamilton Pl & W 140 St,40.822756,-73.951346,979
Hancock St & Bedford Ave,40.68216564,-73.95399026,6133
Hancock St & Wyckoff Ave,40.6972,-73.90674,720
Hanson Pl & Ashland Pl,40.68506807,-73.9779076,22256
Harborside,40.7192517,-74.034234,6
Harlem River Dr & W 155 St,40.830476,-73.939929,899
Harman St & Seneca Ave,40.70577,-73.91292,399
Harrison Pl & Porter Ave,40.70686,-73.92851,1513
Harrison St & Hudson St,40.71870987,-74.0090009,10789
Hart St & Wyckoff Ave,40.704876,-73.919911,2920
Heights Elevator,40.74871595,-74.0404433,21
Henry St & Atlantic Ave,40.69089272,-73.99612349,13035
Henry St & Bay St,40.6725058,-74.00494695,1806
Henry St & Degraw St,40.6847514,-73.99917254,8335
Henry St & Grand St,40.714211,-73.981095,13584
Henry St & Grand St,40.714215,-73.981346,5109
Henry St & Middagh St,40.7003,-73.991581,8824
Henry St & W 9 St,40.6763744,-74.00324957,1356
Hicks St & Montague St,40.69512845,-73.99595065,10572
Hilltop,40.7311689,-74.0575736,3
Hoboken Ave at Monmouth St,40.73520838,-74.04696375,8
Hope St & Union Ave,40.71167351,-73.95141312,15772
Howard St & Centre St,40.71910537,-73.99973337,27817
Hoyt St & Warren St,40.6843549,-73.98901629,1617
Hudson St & Reade St,40.71625008,-74.0091059,18763
Humboldt St & Varet St,40.7031724,-73.940636,4387
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,49
Huron St & Franklin St,40.73266,-73.95826,13270
Icahn Stadium,40.79346,-73.92389,372
India St & Manhattan Ave,40.73232194,-73.9550858,13154
India St & West St,40.73181402,-73.95995021,11156
Intervale Ave & Kelly St,40.827301,-73.896372,82
Intervale Ave & Westchester Ave,40.821967,-73.896752,326
Inwood Ave & W 170 St,40.840536,-73.919228,475
Irving Ave & DeKalb Ave,40.7027,-73.92095,4047
Irving Ave & Halsey St,40.69467,-73.90663,1534
Irving Ave & Harman St,40.70108,-73.9179,2767
Irving Ave & Jefferson St,40.70538,-73.92535,4269
Irving Ave & Palmetto St,40.698,-73.9127,1429
JC Medical Center,40.71653978,-74.04963791,2
JCBS Depot,40.70965083,-74.06860113,3
Jackson Ave & 46 Rd,40.74524768,-73.94733276,4747
Jackson St & Leonard St,40.71638032,-73.94821286,4208
Jay St & Tech Pl,40.695065,-73.987167,17087
Jay St & York St,40.70140317,-73.9867267,23487
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,1434
Jefferson St & Cypress Ave,40.70907,-73.92157,1913
Jerome Ave & Anderson Ave,40.830179,-73.928747,393
Jerome Ave & E 164 St,40.831444,-73.926226,151
Jerome Ave & Ogden Ave,40.829797,-73.931015,71
Jersey & 3rd,40.72333159,-74.04595256,1
Jersey & 6th St,40.72528911,-74.04557168,8
John St & William St,40.70862144,-74.00722156,15291
Johnson St & Gold St,40.69474881,-73.98362464,9941
Journal Square,40.73367,-74.0625,1
Kane St & Clinton St,40.6861758,-73.99645295,7900
Kent Ave & N 7 St,40.72036775,-73.96165073,39357
Kent Ave & S 11 St,40.70764494,-73.96841526,17739
Kent St & McGuinness Blvd,40.73124,-73.95161,1877
Kingsland Ave & Nassau Ave,40.72577,-73.94173,4564
Kingston Ave & Herkimer St,40.67890679,-73.94142771,7522
Knickerbocker Ave & Cooper St,40.69081,-73.90448,1225
Knickerbocker Ave & George St,40.704425,-73.92836,4554
Knickerbocker Ave & Halsey St,40.693,-73.90824,1167
Knickerbocker Ave & Hancock St,40.69385,-73.90974,1325
Knickerbocker Ave & Thames St,40.70539,-73.92976,4719
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,6825
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,6863
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,36126
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,9553
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,14876
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,5
Lafayette Ave & St James Pl,40.68851534,-73.9647628,11129
Lafayette St & E 8 St,40.73020661,-73.99102628,54912
Lafayette St & Jersey St,40.72456089,-73.99565293,33653
Lafayette St & Jersey St S,40.72430527,-73.99600983,5052
Laight St & Hudson St,40.72185379,-74.00771779,7146
Lawrence St & Willoughby St,40.69236178,-73.98631746,16292
Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,5211
Lenox Ave & W 111 St,40.7987859,-73.9523,23348
Lenox Ave & W 115 St,40.8011939,-73.9500739,8406
Lenox Ave & W 117 St,40.8025566,-73.9490782,13113
Lenox Ave & W 126 St,40.808442,-73.9452087,15953
Lenox Ave & W 130 St,40.8107922,-73.9430681,9645
Lenox Ave & W 133 St,40.81296,-73.941878,2964
Lenox Ave & W 144 St,40.819783,-73.936521,2784
Lenox Ave & W 146 St,40.821111,-73.935971,1072
Leonard St & Boerum St,40.70583339,-73.94644578,4906
Leonard St & Church St,40.717571,-74.005549,18571
Leonard St & Maujer St,40.71036854,-73.94705951,8987
Leonard St & Nassau Ave,40.72395678,-73.94984365,11553
Lewis Ave & Decatur St,40.6814598,-73.934903,5243
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,5719
Lewis Ave & Madison St,40.686312,-73.935775,8292
Lexington Ave & Classon Ave,40.68676793,-73.95928168,8990
Lexington Ave & E 111 St,40.7954121,-73.9441232,8710
Lexington Ave & E 120 St,40.8013066,-73.9398167,4676
Lexington Ave & E 127 St,40.805726,-73.936322,3305
Lexington Ave & E 128 St,40.806414,-73.936085,1272
Lexington Ave & E 26 St,40.741459,-73.983293,43451
Lexington Ave & E 29 St,40.74311555,-73.98215353,26296
Lexington Ave & E 36 St,40.74757396,-73.97880077,18452
Lexington Ave & E 63 St,40.76440023,-73.96648977,3236
Liberty Light Rail,40.7112423,-74.0557013,7
Liberty St & Broadway,40.70905623,-74.01043382,20224
Liberty St & Nassau St,40.70858894,-74.00935482,1560
Lincoln Ave & E 134 St,40.808484,-73.928803,834
Lincoln Ave & E 138 St,40.810893,-73.927311,1474
Lincoln Pl & Classon Ave,40.6721683,-73.9609,2879
Linden St & Knickerbocker Ave,40.69714,-73.91566,789
Lispenard St & Broadway,40.71939226,-74.00247214,28494
Little West St & 1 Pl,40.70569254,-74.01677685,42074
Longfellow Ave & E 165 St,40.825322,-73.887729,14
Longwood Ave & Southern Blvd,40.816343,-73.896447,429
Lorimer St & Broadway,40.70411791,-73.94818595,3919
Lorimer St & Calyer St,40.72795,-73.95414,3192
Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,151
MacDougal St & Prince St,40.72710258,-74.00297088,42630
MacDougal St & Washington Sq,40.73226398,-73.99852205,27784
Macombs Pl & W 152 St,40.826406,-73.937948,1412
Macon St & Nostrand Ave,40.68098339,-73.95004798,9672
Madison Av & E 51 St,40.75863,-73.97513,5977
Madison Ave & E 120 St,40.80295,-73.942954,5317
Madison Ave & E 26 St,40.74268473,-73.98671329,7818
Madison Ave & E 82 St,40.7781314,-73.96069399,16672
Madison Ave & E 99 St,40.78948542,-73.95242929,10518
Madison St & Clinton St,40.71269042,-73.98776323,17012
Madison St & Cypress Ave,40.70068,-73.90742,986
Madison St & Evergreen Ave,40.69122,-73.91693,820
Madison St & Forest Ave,40.70555,-73.90245,1662
Madison St & Montgomery St,40.713126,-73.984844,14088
Madison St & Seneca Ave,40.70183,-73.90625,987
Madison St & Woodward Ave,40.70408,-73.90408,1286
Maiden Ln & Pearl St,40.70706456,-74.00731853,17085
Manhattan Av & Leonard St,40.72084,-73.94844,2230
Manila & 1st,40.72165072,-74.04288411,3
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,5139
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,6497
Marin Light Rail,40.71458404,-74.04281706,6
Market St & Cherry St,40.71076228,-73.99400398,12697
McGuinness Blvd & Eagle St,40.73555,-73.95284,11000
McKibbin St & Bogart St,40.706237,-73.933871,6203
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,5722
Melrose Ave & E 150 St,40.816827,-73.917338,1653
Melrose Ave & E 154 St,40.819609,-73.916071,538
Melrose St & Broadway,40.697481,-73.935877,3570
Menahan St & Central Ave,40.69543,-73.9196,1238
Menahan St & Onderdonk Ave,40.70553,-73.9096,945
Menahan St & Seneca Ave,40.70461,-73.91054,1229
Menahan St & Wyckoff Ave,40.70113,-73.91422,1429
Mercer St & Bleecker St,40.72706363,-73.99662137,33270
Mercer St & Spring St,40.72362738,-73.99949601,33693
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,13813
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,31090
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,13120
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,489
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,479
Milton St & Franklin St,40.72906,-73.95779,22941
Moffat St & Bushwick,40.68458,-73.90925,844
Monmouth and 6th,40.72568548,-74.04879034,2
Monroe St & Bedford Ave,40.6851443,-73.95380904,8604
Monroe St & Classon Ave,40.6845683,-73.95881081,6842
Monroe St & Tompkins Ave,40.686203,-73.944694,7658
Montague St & Clinton St,40.69428114,-73.99230033,5732
Montgomery St,40.71942,-74.05099,1
Montgomery St & Franklin Ave,40.66643931,-73.96055639,2020
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,9797
Morgan Ave & Lombardy St,40.72226,-73.93889,2010
Morgan Ave & Maspeth Ave,40.716657,-73.93637,1717
Morningside Ave & W 123 St,40.81,-73.9551508,6476
Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,2733
Morris Ave & E 142 St,40.814469,-73.924963,822
Morris Ave & E 153 St,40.820036,-73.921411,1006
Morris Ave & E 171 St,40.83899,-73.9109,42
Morris Ave & McClellan St,40.831584,-73.9149,576
Morris Canal,40.71241882,-74.03852552,1
Motorgate,40.7639089,-73.9477213,7447
Mott St & Prince St,40.72317958,-73.99480012,39376
Mount Eden Pkwy & Eastburn Ave,40.842675,-73.908544,17
Mt Morris Park W & W 120 St,40.804038,-73.945925,8393
Murray St & Greenwich St,40.71485151,-74.01122332,29014
Murray St & West St,40.7149787,-74.013012,24328
Myrtle Ave & Grove St,40.69905,-73.91516,1243
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,6719
Myrtle Ave & Linden St,40.69943,-73.91337,1929
Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,5702
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,7321
N 11 St & Kent Ave,40.72248189,-73.95921931,9049
N 12 St & Bedford Ave,40.72079821,-73.95484712,13370
N 15 St & Wythe Ave,40.724055,-73.955736,4860
N 6 St & Bedford Ave,40.71745169,-73.95850939,27780
NYCBS DEPOT - DELANCEY,40.71644423,-73.98233056,70
NYCBS Depot BAL - DYR,40.75903008,-73.9938587,1
Nassau Ave & Newell St,40.72481256,-73.94752622,10152
Nassau Ave & Russell St,40.72557,-73.94434,13596
Nassau St & Navy St,40.69839895,-73.98068914,8503
Nelson Ave & W 172 St,40.843965,-73.920999,829
Newark Ave,40.72152515,-74.04630454,1
Newport PATH,40.7272235,-74.0337589,10
Newport Pkwy,40.7287448,-74.0321082,16
Newton Rd & 44 St,40.7595701,-73.9142678,5088
Newtown Ave & 23 St,40.7713615,-73.9246145,5884
Norfolk St & Broome St,40.7172274,-73.98802084,32878
Norman St & Wyckoff Ave,40.69517,-73.90311,1619
North Moore St & Greenwich St,40.72019521,-74.01030064,42351
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,4382
Ogden Ave & Merriam Ave,40.839142,-73.925961,302
Ogden Ave & W 164 St,40.832812,-73.929372,562
Ogden Ave & W 165 St,40.834457,-73.928381,687
Old Broadway & W 133 St,40.818212,-73.955277,265
Old Fulton St,40.70277159,-73.99383605,27348
Old Slip & Front St,40.7037992,-74.00838676,10761
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,742
Onderdonk Ave & Gates Ave,40.70413,-73.90737,730
Pacific St & Classon Ave,40.6791944,-73.9587903,2447
Pacific St & Nevins St,40.6853761,-73.98302136,6904
Park Ave & E 124 St,40.8045555,-73.9396861,15998
Park Ave & E 162 St,40.825716,-73.915585,743
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,4231
Park Ave & St Edwards St,40.69608941,-73.97803415,3128
Park Pl & Church St,40.71334184,-74.00935516,14077
Park Pl & Franklin Ave,40.6741806,-73.9564947,6334
Park Pl & Vanderbilt Ave,40.6767,-73.969024,10297
Paulus Hook,40.7141454,-74.0335519,11
Pearl St & Hanover Square,40.7047177,-74.00926027,19707
Pearl St & Peck Slip,40.708485,-74.002751,9864
Peck Slip & Front St,40.707873,-74.00167,13663
Perry St & Bleecker St,40.73535398,-74.00483091,29908
Perry St & Greenwich Ave,40.735918,-74.000939,9107
Pershing Field,40.74267714,-74.05178863,1
Pershing Square North,40.751873,-73.977706,71946
Pershing Square South,40.751581,-73.97791,27854
Picnic Point,40.6851256,-74.02535319,9610
Pier 40 - Hudson River Park,40.72771408,-74.01129574,54725
Pierrepont St & Monroe Pl,40.69535693,-73.99344027,7651
Pike St & E Broadway,40.71406667,-73.99293911,19777
Pike St & Monroe St,40.71173107,-73.99193043,17783
Pioneer St & Richards St,40.6777748,-74.0094613,2381
Pioneer St & Van Brunt St,40.679043,-74.011169,5732
Pitt St & Stanton St,40.71926081,-73.98178024,7013
Plaza Dr & W 170 St,40.840484,-73.917946,309
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,10486
Pleasant Ave & E 116 St,40.7949879,-73.9333349,13766
Pleasant Ave & E 120 St,40.7974772,-73.9311847,5212
Powers St & Olive St,40.71323,-73.93894,3121
President St & Henry St,40.6828003,-73.99990419,5704
Prospect Ave & E 151 St,40.814232,-73.903927,1229
Prospect Ave & E 167 St,40.826303,-73.898751,34
Prospect Ave & Jennings St,40.831762,-73.896853,97
Prospect Ave & Longwood Ave,40.81899,-73.90202,1134
Prospect Park West & 8 St,40.66514682,-73.97637606,10209
Prospect Pl & 6 Ave,40.6793307,-73.97519523,5361
Prospect Pl & Underhill Ave,40.6769694,-73.96579,5444
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,4380
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,1597
Putnam Ave & Nostrand Ave,40.68402,-73.94977,3990
Putnam Ave & Throop Ave,40.6851532,-73.94111,5680
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,1727
Queens Plaza North & Crescent St,40.75110165,-73.94073717,23201
Railroad Ave & Kay Ave,40.70531194,-73.97100056,678
Reade St & Broadway,40.71450451,-74.00562789,15531
Richards St & Delavan St,40.6794327,-74.00785041,1993
Richardson St & N Henry St,40.71907891,-73.9422369,7773
River Ave & E 151 St,40.822217,-73.928939,217
River Ave & E 153 St,40.82441,-73.92818,1053
River Ave & McClellan St,40.83406,-73.92243,353
Riverside Blvd & W 67 St,40.77750703,-73.98888588,24911
Riverside Dr & W 104 St,40.8013434,-73.97114574,15186
Riverside Dr & W 138 St,40.823168,-73.955857,3793
Riverside Dr & W 145 St,40.827305,-73.951989,2802
Riverside Dr & W 148 St,40.829114,-73.950426,3639
Riverside Dr & W 72 St,40.78057799,-73.98562431,25730
Riverside Dr & W 78 St,40.78414472,-73.98362492,15485
Riverside Dr & W 82 St,40.78720869,-73.98128127,15730
Riverside Dr & W 91 St,40.79313481,-73.97700369,13926
Riverview Park,40.7443187,-74.0439909,7
Rivington St & Chrystie St,40.72110063,-73.9919254,24641
Rivington St & Ridge St,40.71850211,-73.98329859,21741
Rockaway Ave & Bainbridge St,40.68319988,-73.91166642,2833
Roebling St & N 4 St,40.71469,-73.95739,15014
Rogers Ave & Sterling St,40.6630619,-73.9538746,6303
Roosevelt Island Tramway,40.757284,-73.9536,7377
S 3 St & Bedford Ave,40.71260486,-73.96264403,20609
S 4 St & Rodney St,40.70934,-73.95608,11050
S 4 St & Wythe Ave,40.71285887,-73.96590294,32341
S 5 Pl & S 5 St,40.710451,-73.960876,37878
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,8304
Sands St Gate,40.699569,-73.979827,4141
Schermerhorn St & Bond St,40.68841743,-73.98451656,14577
Schermerhorn St & Court St,40.69102926,-73.99183363,10272
Scholes St & Manhattan Ave,40.70870368,-73.9448625,13007
Shakespeare Ave & W 169 St,40.839312,-73.922423,469
Sharon St & Olive St,40.715353,-73.93856,6741
Sheridan Ave & E 168 St,40.835334,-73.9154,489
Sheridan Ave & E 172 St,40.840494,-73.911479,4
Sherman Ave & E 166 St,40.83130549,-73.91744792,185
Sigourney St & Columbia St,40.67267243,-74.00879525,3307
Sip Ave,40.7308971,-74.06391263,4
Smith St & 3 St,40.6787242,-73.99599099,7265
Smith St & 9 St,40.6746957,-73.99785768,7259
Soissons Landing,40.69231661,-74.01486576,13977
Somers St & Broadway,40.67945,-73.90474,403
South End Ave & Liberty St,40.711512,-74.015756,29932
South St & Gouverneur Ln,40.70355377,-74.00670227,32150
South St & Whitehall St,40.70122128,-74.01234218,24893
Southern Blvd & Avenue St. John,40.812769,-73.901583,367
Southern Blvd & E 142 St,40.80734744,-73.90809774,168
Southern Blvd & E 149 St,40.811892,-73.904192,38
Southern Blvd & E 172 St,40.834124,-73.88955,554
Southern Blvd & E 175 St,40.839335,-73.886445,9
Southern Blvd & Tiffany St,40.818185,-73.894143,245
Southpoint Park,40.75370225,-73.95865202,3625
Spruce St & Nassau St,40.71146364,-74.00552427,17170
St Ann's Ave & Westchester Ave,40.815887,-73.911918,438
St James Pl & Oliver St,40.71307916,-73.99851193,15886
St James Pl & Pearl St,40.71117416,-74.00016545,8963
St Johns Pl & Washington Ave,40.6737236,-73.9631611,7244
St Marks Pl & 1 Ave,40.72779126,-73.98564945,41782
St Marks Pl & 2 Ave,40.7284186,-73.98713956,39428
St Mary's St & Jackson Ave,40.808891,-73.91081,784
St Nicholas Ave & E 134 St,40.816234,-73.948222,4107
