Trip Year,Trip Month,Start Station,Average Trip Duration in Seconds,Trip Duration in Minutes 
2020,October,Nelson Ave & W 172 St,9911.9,165
2020,October,Newton Rd & 44 St,1395.23,23
2020,October,Newtown Ave & 23 St,828.06,14
2020,October,Norfolk St & Broome St,1467.53,24
2020,October,Norman St & Wyckoff Ave,1075.47,18
2020,October,North Moore St & Greenwich St,1137.69,19
2020,October,Nostrand Ave & Myrtle Ave,974.77,16
2020,October,Ogden Ave & Merriam Ave,3374.58,56
2020,October,Ogden Ave & W 164 St,2994.25,50
2020,October,Ogden Ave & W 165 St,4421.16,74
2020,October,Old Broadway & W 133 St,1310.71,22
2020,October,Old Fulton St,1794.38,30
2020,October,Onderdonk Ave & Dekalb Ave,3106.96,52
2020,October,Onderdonk Ave & Gates Ave,1300.15,22
2020,October,Pacific St & Classon Ave,985.13,16
2020,October,Pacific St & Nevins St,1037.02,17
2020,October,Park Ave & E 124 St,1094.95,18
2020,October,Park Ave & E 162 St,1055.7,18
2020,October,Park Ave & Marcus Garvey Blvd,1021.83,17
2020,October,Park Ave & St Edwards St,960.45,16
2020,October,Park Pl & Church St,1093.78,18
2020,October,Park Pl & Franklin Ave,1140.34,19
2020,October,Park Pl & Vanderbilt Ave,1681.75,28
2020,October,Pearl St & Hanover Square,1450.6,24
2020,October,Pearl St & Peck Slip,1187.17,20
2020,October,Perry St & Bleecker St,965.1,16
2020,October,Perry St & Greenwich Ave,1063.99,18
2020,October,Pershing Square North,1129.04,19
2020,October,Pershing Square South,1237.52,21
2020,October,Picnic Point,2103.91,35
2020,October,Pier 40 - Hudson River Park,1262.32,21
2020,October,Pierrepont St & Monroe Pl,987.85,16
2020,October,Pike St & E Broadway,946.02,16
2020,October,Pike St & Monroe St,1344.69,22
2020,October,Pioneer St & Richards St,2781.22,46
2020,October,Pioneer St & Van Brunt St,1696.14,28
2020,October,Pitt St & Stanton St,943.88,16
2020,October,Plaza Dr & W 170 St,2013.89,34
2020,October,Plaza St West & Flatbush Ave,1169.26,19
2020,October,Pleasant Ave & E 116 St,1438.9,24
2020,October,Pleasant Ave & E 120 St,3894.8,65
2020,October,Powers St & Olive St,1049.94,17
2020,October,President St & Henry St,1286.71,21
2020,October,Prospect Ave & E 151 St,3913.51,65
2020,October,Prospect Ave & E 167 St,891.23,15
2020,October,Prospect Ave & Jennings St,2154.47,36
2020,October,Prospect Ave & Longwood Ave,1300.8,22
2020,October,Prospect Park West & 8 St,1362.09,23
2020,October,Prospect Pl & 6 Ave,1028.16,17
2020,October,Prospect Pl & Underhill Ave,1047.49,17
2020,October,Pulaski St & Marcus Garvey Blvd,1052.38,18
2020,October,Putnam Ave & Knickerbocker Ave,1004.25,17
2020,October,Putnam Ave & Nostrand Ave,1683.82,28
2020,October,Putnam Ave & Throop Ave,1086.96,18
2020,October,Putnam Ave & Wyckoff Ave,824.25,14
2020,October,Queens Plaza North & Crescent St,1133.69,19
2020,October,Railroad Ave & Kay Ave,863.07,14
2020,October,Reade St & Broadway,1914.27,32
2020,October,Richards St & Delavan St,1231.44,21
2020,October,Richardson St & N Henry St,1835.82,31
2020,October,River Ave & E 151 St,978.86,16
2020,October,River Ave & E 153 St,1958.53,33
2020,October,River Ave & McClellan St,1778.05,30
2020,October,Riverside Blvd & W 67 St,1283.79,21
2020,October,Riverside Dr & W 104 St,1372.56,23
2020,October,Riverside Dr & W 138 St,2048.98,34
2020,October,Riverside Dr & W 145 St,1526.42,25
2020,October,Riverside Dr & W 148 St,1573.95,26
2020,October,Riverside Dr & W 72 St,1447.81,24
2020,October,Riverside Dr & W 78 St,2476.03,41
2020,October,Riverside Dr & W 82 St,1330.31,22
2020,October,Riverside Dr & W 91 St,1445.64,24
2020,October,Rivington St & Chrystie St,1024.58,17
2020,October,Rivington St & Ridge St,917.96,15
2020,October,Rockaway Ave & Bainbridge St,1567.06,26
2020,October,Roebling St & N 4 St,1051.12,18
2020,October,Rogers Ave & Sterling St,1786.63,30
2020,October,Roosevelt Island Tramway,1725.54,29
2020,October,S 3 St & Bedford Ave,1163.91,19
2020,October,S 4 St & Rodney St,1018.1,17
2020,October,S 4 St & Wythe Ave,1538.99,26
2020,October,S 5 Pl & S 5 St,1273.69,21
2020,October,S Portland Ave & Hanson Pl,1110.11,19
2020,October,Sands St Gate,975.5,16
2020,October,Schermerhorn St & Bond St,984.85,16
2020,October,Schermerhorn St & Court St,1072.81,18
2020,October,Scholes St & Manhattan Ave,1066.3,18
2020,October,Shakespeare Ave & W 169 St,6517.66,109
2020,October,Sharon St & Olive St,1044.02,17
2020,October,Sheridan Ave & E 168 St,3865.32,64
2020,October,Sheridan Ave & E 172 St,1352,23
2020,October,Sherman Ave & E 166 St,12643.34,211
2020,October,Sigourney St & Columbia St,2399.9,40
2020,October,Smith St & 3 St,1336.77,22
2020,October,Smith St & 9 St,1000.91,17
2020,October,Soissons Landing,2576.64,43
2020,October,Somers St & Broadway,1651.92,28
2020,October,South St & Gouverneur Ln,1525.72,25
2020,October,South St & Whitehall St,1636.83,27
2020,October,Southern Blvd & Avenue St. John,1693.86,28
2020,October,Southern Blvd & E 142 St,1641.75,27
2020,October,Southern Blvd & E 149 St,1037.8,17
2020,October,Southern Blvd & E 172 St,11771.49,196
2020,October,Southern Blvd & E 175 St,2242.14,37
2020,October,Southern Blvd & Tiffany St,6381.06,106
2020,October,Southpoint Park,2034.69,34
2020,October,Spruce St & Nassau St,1075.43,18
2020,October,St Ann's Ave & Westchester Ave,1087.33,18
2020,October,St James Pl & Oliver St,920.12,15
2020,October,St James Pl & Pearl St,922.41,15
2020,October,St Johns Pl & Washington Ave,1068.6,18
2020,October,St Marks Pl & 1 Ave,1161.05,19
2020,October,St Marks Pl & 2 Ave,1010.44,17
2020,October,St Mary's St & Jackson Ave,1166.93,19
2020,October,St Nicholas Ave & E 134 St,2163.95,36
2020,October,St Nicholas Ave & Manhattan Ave,1272.63,21
2020,October,St Nicholas Ave & W 137 St,1575.26,26
2020,October,St Nicholas Ave & W 150 St,1077.85,18
2020,October,St. Ann's Av & Bruckner Blvd,2445.17,41
2020,October,St. Ann's Ave & E 144 St,1775.42,30
2020,October,St. Nicholas Ave & W 126 St,1311.41,22
2020,October,St. Nicholas Ave & W 155 St,1098.16,18
2020,October,St. Nicholas Ave & W 157 St,4017.6,67
2020,October,St. Nicholas Terrace & Convent Ave,1088.32,18
2020,October,Stagg St & Morgan Ave,894.62,15
2020,October,Stagg St & Union Ave,955.76,16
2020,October,Stanhope St & Fairview Ave,1473.39,25
2020,October,Stanton St & Chrystie St,996.5,17
2020,October,Stanton St & Mangin St,1061.4,18
2020,October,Stanton St & Norfolk St,985.98,16
2020,October,State St & Smith St,1243.12,21
2020,October,Steinway St & 23 Ave,1646.9,27
2020,October,Steinway St & 28 Ave,871.15,15
2020,October,Stephen St & Seneca Ave,994.1,17
2020,October,Sterling Pl & Bedford Ave,2474.57,41
2020,October,Sterling St & Bedford Ave,1781.79,30
2020,October,Stewart Ave & Johnson Ave,985.5,16
2020,October,Stockholm St & Wilson Ave,1221.31,20
2020,October,Stuyvesant Walk & 1 Av Loop,926.12,15
2020,October,Suffolk St & Stanton St,1451.13,24
2020,October,Sullivan Pl & Bedford Ave,1392.56,23
2020,October,Sullivan Pl & Franklin Ave,1967.25,33
2020,October,Sullivan St & Washington Sq,1299.19,22
2020,October,Sunken Meadow Comfort Station,1957.34,33
2020,October,Suydam St & Broadway,1088.04,18
2020,October,Suydam St & Knickerbocker Ave,1101.52,18
2020,October,Suydam St & St. Nicholas Ave,2573.58,43
2020,October,Throop Ave & Myrtle Ave,1251.83,21
2020,October,Tinton Ave & E 165 St,1417.4,24
2020,October,Tompkins Ave & Hopkins St,1895.02,32
2020,October,Underhill Ave & Lincoln Pl,1093.7,18
2020,October,Underhill Ave & Pacific St,957.49,16
2020,October,Union Ave & E 169 St,1188,20
2020,October,Union Ave & Jackson St,1650.77,28
2020,October,Union Ave & N 12 St,1138.42,19
2020,October,Union Ave & Wallabout St,904.45,15
2020,October,Union St & 4 Ave,970.63,16
2020,October,Union St & Bedford Ave,1317.36,22
2020,October,Union St & Nevins St,1373.07,23
2020,October,University Ave & W 168 St,1061.83,18
2020,October,University Pl & E 14 St,1102.2,18
2020,October,University Pl & E 8 St,1454.84,24
2020,October,Van Brunt St & Van Dyke St,1614.53,27
2020,October,Van Brunt St & Wolcott St,1321.12,22
2020,October,Van Buren St & Broadway,1318.6,22
2020,October,Van Sinderen Ave & Truxton St,1639.7,27
2020,October,Vernon Blvd & 10 St,1071.26,18
2020,October,Vernon Blvd & 30 Rd,1088.3,18
2020,October,Vernon Blvd & 31 Ave,1126.69,19
2020,October,Vernon Blvd & 41 Rd,1195.28,20
2020,October,Vernon Blvd & 47 Rd,1018.17,17
2020,October,Vernon Blvd & 50 Ave,863.05,14
2020,October,Verona Pl & Fulton St,1085.5,18
2020,October,Vesey Pl & River Terrace,1200.43,20
2020,October,W 100 St & Broadway,1194.14,20
2020,October,W 100 St & Manhattan Ave,1011.06,17
2020,October,W 104 St & Amsterdam Ave,1232.94,21
2020,October,W 106 St & Amsterdam Ave,1047.19,17
2020,October,W 106 St & Central Park West,1242.04,21
2020,October,W 107 St & Columbus Ave,1505.27,25
2020,October,W 11 St & 6 Ave,956.04,16
2020,October,W 110 St & Amsterdam Ave,1135.38,19
2020,October,W 113 St & Broadway,1634.12,27
2020,October,W 116 St & Amsterdam Ave,1050.21,18
2020,October,W 116 St & Broadway,1223.26,20
2020,October,W 120 St & Claremont Ave,1241.27,21
2020,October,W 129 St & Convent Ave,1189,20
2020,October,W 13 St & 5 Ave,883.1,15
2020,October,W 13 St & 7 Ave,996.48,17
2020,October,W 133 St & 12 Ave,1940.93,32
2020,October,W 135 St & Lenox Terrace Pl,1205.19,20
2020,October,W 140 St & Riverside Dr,1736.84,29
2020,October,W 144 St & Adam Clayton Powell Blvd,1156.77,19
2020,October,W 145 St & Amsterdam Ave,2673.89,45
2020,October,W 146 St & Broadway,1244.98,21
2020,October,W 147 St & Adam Clayton Powell Blvd,2191.12,37
2020,October,W 148 St & Amsterdam Ave,1248.75,21
2020,October,W 15 St & 10 Ave,1295.83,22
2020,October,W 15 St & 6 Ave,992.27,17
2020,October,W 15 St & 7 Ave,1030.6,17
2020,October,W 155 St & Frederick Douglass Blvd,4292.57,72
2020,October,W 159 St & Edgecombe Ave,1208.36,20
2020,October,W 16 St & The High Line,933.44,16
2020,October,W 160 St & St. Nicholas Ave,1354.46,23
2020,October,W 163 St & Edgecombe Ave,1594.01,27
2020,October,W 163 St & Riverside Dr,1713.13,29
2020,October,W 165 St & Fort Washington Ave,1507.73,25
2020,October,W 169 St & Fort Washington Ave,1382.9,23
2020,October,W 17 St & 8 Ave,930.49,16
2020,October,W 170 St & University Ave,2893.56,48
2020,October,W 171 St & St. Nicholas Ave,1530.46,26
2020,October,W 18 St & 6 Ave,868.68,14
2020,October,W 18 St & 9 Ave,835.16,14
2020,October,W 180 St & Ft Washington Ave,1601.42,27
2020,October,W 181 St & Riverside Dr,2233.64,37
2020,October,W 20 St & 10 Ave,916.22,15
2020,October,W 20 St & 7 Ave,904.67,15
2020,October,W 20 St & 8 Ave,824.69,14
2020,October,W 21 St & 6 Ave,789.82,13
2020,October,W 22 St & 10 Ave,1103.45,18
2020,October,W 22 St & 8 Ave,1019.33,17
2020,October,W 24 St & 7 Ave,816.12,14
2020,October,W 25 St & 6 Ave,878.48,15
2020,October,W 26 St & 10 Ave,1066.49,18
2020,October,W 26 St & 8 Ave,1026.52,17
2020,October,W 27 St & 7 Ave,962.81,16
2020,October,W 30 St & 10 Ave,1259.57,21
2020,October,W 31 St & 7 Ave,955.48,16
2020,October,W 33 St & 7 Ave,885.71,15
2020,October,W 34 St & 11 Ave,1548.64,26
2020,October,W 35 St & Dyer Ave,1135.01,19
2020,October,W 36 St & 9 Ave,1049.11,17
2020,October,W 37 St & 10 Ave,1168.03,19
2020,October,W 37 St & 5 Ave,1080.83,18
2020,October,W 4 St & 7 Ave S,1187.12,20
2020,October,W 40 St & 5 Ave,937.78,16
2020,October,W 41 St & 8 Ave,1066.74,18
2020,October,W 42 St & 6 Ave,1145.88,19
2020,October,W 42 St & 8 Ave,994.22,17
2020,October,W 42 St & Dyer Ave,1101.33,18
2020,October,W 43 St & 10 Ave,969.34,16
2020,October,W 44 St & 5 Ave,959.45,16
2020,October,W 45 St & 6 Ave,1071.05,18
2020,October,W 45 St & 8 Ave,1765.76,29
2020,October,W 46 St & 11 Ave,1598.27,27
2020,October,W 47 St & 10 Ave,944.76,16
2020,October,W 47 St & 6 Ave,1183.1,20
2020,October,W 48 St & Rockefeller Plaza,1010.71,17
2020,October,W 49 St & 8 Ave,1024.39,17
2020,October,W 50 St & 9 Ave,1118.06,19
2020,October,W 51 St & 6 Ave,1173.25,20
2020,October,W 51 St & Rockefeller Plaza,1044.1,17
2020,October,W 52 St & 11 Ave,1292.68,22
2020,October,W 52 St & 6 Ave,1150.14,19
2020,October,W 53 St & 10 Ave,997.68,17
2020,October,W 54 St & 9 Ave,995.22,17
2020,October,W 55 St & 6 Ave,1181.58,20
2020,October,W 56 St & 10 Ave,984.24,16
2020,October,W 59 St & 10 Ave,1119.14,19
2020,October,W 63 St & Broadway,1223.15,20
2020,October,W 64 St & Thelonious Monk Circle,986.74,16
2020,October,W 67 St & Broadway,990.7,17
2020,October,W 70 St & Amsterdam Ave,941.46,16
2020,October,W 74 St & Columbus Ave,977.7,16
2020,October,W 76 St & Columbus Ave,1530.49,26
2020,October,W 78 St & Amsterdam Ave,1023.62,17
2020,October,W 82 St & Central Park West,1179.46,20
2020,October,W 84 St & Broadway,1276.55,21
2020,October,W 84 St & Columbus Ave,999.67,17
2020,October,W 87 St & Amsterdam Ave,1077.27,18
2020,October,W 87 St & West End Ave,1102.62,18
2020,October,W 89 St & Columbus Ave,1018,17
2020,October,W 90 St & Amsterdam Ave,1012.12,17
2020,October,W 92 St & Broadway,980.44,16
2020,October,W 95 St & Broadway,1062.41,18
2020,October,W Broadway & Spring St,1064.14,18
2020,October,W Broadway & W Houston St,1194.95,20
2020,October,Wadsworth Ave & W 175 St,4234.89,71
2020,October,Wadsworth Ave & W 179 St,2348.44,39
2020,October,Wales Ave & E 147 St,2628.81,44
2020,October,Wall St & South St,1657.15,28
2020,October,Walnut Ave & E 136 St,1315.91,22
2020,October,Walton Ave & E 168 St,1978.24,33
2020,October,Walton Ave & E 171 St,5980.25,100
2020,October,Wards Meadow Comfort Station,1756.74,29
2020,October,Warren St & Court St,1238.52,21
2020,October,Warren St & W Broadway,1894.03,32
2020,October,Washington Ave & E 163 St,1383.42,23
2020,October,Washington Ave & E 167 St,2478.61,41
2020,October,Washington Ave & E 174 St,1953.24,33
2020,October,Washington Ave & Greene Ave,1190.17,20
2020,October,Washington Ave & Park Ave,1012.35,17
2020,October,Washington Park,1003.2,17
2020,October,Washington Pl & 6 Ave,990.27,17
2020,October,Washington Pl & Broadway,937.68,16
2020,October,Washington St & Gansevoort St,1149.77,19
2020,October,Water - Whitehall Plaza,1733.01,29
2020,October,Waterbury St & Stagg St,983.42,16
2020,October,Waterloo Pl & Crotona Park East,2109.7,35
2020,October,Watts St & Greenwich St,1104.13,18
2020,October,Webster Ave & E 166 St,1334,22
2020,October,West Drive & Prospect Park West,1917.23,32
2020,October,West End Ave & W 107 St,1163.16,19
2020,October,West End Ave & W 60 St,1095.21,18
2020,October,West End Ave & W 78 St,1859.46,31
2020,October,West End Ave & W 94 St,1183.67,20
2020,October,West Farms Rd & Boone Ave,1488.38,25
2020,October,West St & Chambers St,1425.94,24
2020,October,West St & Liberty St,1418.03,24
2020,October,West Thames St,1225.72,20
2020,October,Westchester Ave & E 156 St,1193.85,20
2020,October,Westchester Ave & Jackson Ave,5245.5,87
2020,October,Westchester Ave & Longwood Ave,2747.26,46
2020,October,White St & Johnson Ave,942.87,16
2020,October,White St & Moore St,1139.77,19
2020,October,Wilkins Ave & Crotona Park E,2026.01,34
2020,October,William St & Pine St,1234.55,21
2020,October,Willis Ave & Bruckner Blvd,3470.23,58
2020,October,Willis Ave & E 137 St,2272.2,38
2020,October,Willis Ave & E 141 St,1395.49,23
2020,October,Willis Ave & E 143 St,1175.4,20
2020,October,Willoughby Ave & Hall St,901.61,15
2020,October,Willoughby Ave & Myrtle Ave,1393.94,23
2020,October,Willoughby Ave & Onderdonk Ave,1327.47,22
2020,October,Willoughby Ave & Tompkins Ave,1073.48,18
2020,October,Willoughby Ave & Walworth St,1292.43,22
2020,October,Willoughby Ave & Wyckoff Ave,1192.51,20
2020,October,Willoughby St & Ashland Pl,3070.96,51
2020,October,Willoughby St & Fleet St,1035.68,17
2020,October,Willow Ave & E 133 St,1805.72,30
2020,October,Wilson Ave & Moffat St,1077.17,18
2020,October,Wilson Ave & Troutman St,1133.63,19
2020,October,Withers St & Kingsland Ave,972.94,16
2020,October,Wolcott St & Dwight St,1059.98,18
2020,October,Woodward Ave & Harman St,1057.45,18
2020,October,Wyckoff Av & Jefferson St,1660.69,28
2020,October,Wyckoff Av & Stanhope St,1042.01,17
2020,October,Wyckoff St & Nevins St,948.42,16
2020,October,Wythe Ave & Metropolitan Ave,1138.26,19
2020,October,Yankee Ferry Terminal,3506.24,58
2020,September,1 Ave & E 110 St,1248.31,21
2020,September,1 Ave & E 16 St,934.97,16
2020,September,1 Ave & E 18 St,973.66,16
2020,September,1 Ave & E 30 St,1713.93,29
2020,September,1 Ave & E 39 St,1035.22,17
2020,September,1 Ave & E 44 St,1451.61,24
2020,September,1 Ave & E 5 St,1344.37,22
2020,September,1 Ave & E 62 St,1192.54,20
2020,September,1 Ave & E 68 St,1028.31,17
2020,September,1 Ave & E 78 St,1311.93,22
2020,September,1 Ave & E 94 St,1345.97,22
2020,September,1 Pl & Clinton St,2268.68,38
2020,September,10 Ave & W 28 St,1016.62,17
2020,September,10 St & 2 Ave,1192.41,20
2020,September,10 St & 5 Ave,1194.92,20
2020,September,10 St & 7 Ave,1154.49,19
2020,September,11 Ave & W 27 St,1269.73,21
2020,September,11 Ave & W 41 St,1363.46,23
2020,September,11 Ave & W 59 St,1396.16,23
2020,September,11 St & 35 Ave,815.91,14
2020,September,11 St & 43 Ave,1202.85,20
2020,September,12 Ave & W 125 St,2389.95,40
2020,September,12 Ave & W 40 St,1548.49,26
2020,September,12 St & 4 Ave,1137.92,19
2020,September,14 St & 5 Ave,1708.88,28
2020,September,14 St & 7 Ave,1434.32,24
2020,September,19 St & 24 Ave,1226.07,20
2020,September,2 Ave & 36 St,2195.98,37
2020,September,2 Ave & E 104 St,2206.02,37
2020,September,2 Ave & E 122 St,1560.74,26
2020,September,2 Ave & E 125 St,2176.52,36
2020,September,2 Ave & E 31 St,1061.09,18
2020,September,2 Ave & E 72 St,1287.59,21
2020,September,2 Ave & E 96 St,1328.02,22
2020,September,2 Ave & E 99 St,1149.76,19
2020,September,21 St & 31 Dr,934.35,16
2020,September,21 St & 36 Ave,1433.35,24
2020,September,21 St & 38 Ave,1121,19
2020,September,21 St & 43 Ave,1335.09,22
2020,September,21 St & Hoyt Ave S,1167.48,19
2020,September,21 St & Queens Plaza North,1063.81,18
2020,September,23 Ave & 27 St,2304.44,38
2020,September,24 Ave & 26 St,1351.3,23
2020,September,24 Ave & 29 St,2001.83,33
2020,September,24 St & 41 Ave,2163.59,36
2020,September,27 Ave & 3 St,1157.06,19
2020,September,27 Ave & 9 St,1495.22,25
2020,September,27 St & Hunter St,1343.34,22
2020,September,28 Ave & 35 St,1012.31,17
2020,September,28 Ave & 44 St,5819.83,97
2020,September,28 St & 36 Ave,2458.95,41
2020,September,28 St & 41 Ave,1111.45,19
2020,September,3 Ave & 14 St,1277.84,21
2020,September,3 Ave & Carroll St,1086.94,18
2020,September,3 Ave & E 100 St,1202.09,20
2020,September,3 Ave & E 112 St,2452.68,41
2020,September,3 Ave & E 163 St,784.79,13
2020,September,3 Ave & E 169 St,3818.75,64
2020,September,3 Ave & E 170 St,5421.63,90
2020,September,3 Ave & E 172 St,5979.5,100
2020,September,3 Ave & E 174 St,1053.8,18
2020,September,3 Ave & E 62 St,1064.14,18
2020,September,3 Ave & E 71 St,1075.76,18
2020,September,3 Ave & E 72 St,1805.16,30
2020,September,3 Ave & Franklin Ave,2402.65,40
2020,September,3 Ave & Schermerhorn St,1373.49,23
2020,September,3 St & 3 Ave,1279.55,21
2020,September,3 St & 7 Ave,1102.34,18
2020,September,3 St & Hoyt St,1207.42,20
2020,September,3 St & Prospect Park West,1387.74,23
2020,September,30 Ave & 21 St,1002.01,17
2020,September,31 Ave & 14 St,992.74,17
2020,September,31 Ave & 30 St,1011.52,17
2020,September,31 Ave & 34 St,1041.04,17
2020,September,31 Ave & Crescent St,978.33,16
2020,September,31 Ave & Steinway St,1247.67,21
2020,September,31 St & 23 Ave,1026.56,17
2020,September,31 St & Astoria Blvd,1132.43,19
2020,September,31 St & Broadway,930.6,16
2020,September,31 St & Hoyt Ave N,1098.58,18
2020,September,31 St & Newtown Ave,939.64,16
2020,September,31 St & Northern Blvd,992.43,17
2020,September,31 St & Thomson Ave,1574.68,26
2020,September,34 Ave & 13 St,1076.4,18
2020,September,34 Ave & 21 St,1148.07,19
2020,September,34 Ave & 38 St,1304.31,22
2020,September,34 St & 35 Ave,974.91,16
2020,September,35 Ave & 10 St,2151.95,36
2020,September,35 Ave & 37 St,1238.56,21
2020,September,35 St & 34 Ave,1279.18,21
2020,September,35 St & Broadway,1367.81,23
2020,September,36 Ave & 10 St,1163.55,19
2020,September,36 Ave & 31 St,1138.37,19
2020,September,37 Ave & 35 St,1100.22,18
2020,September,37 St & 24 Ave,2462.77,41
2020,September,38 Ave & 29 St,1025.21,17
2020,September,39 St & 2 Ave,4994.76,83
2020,September,4 Ave & 9 St,1255.71,21
2020,September,4 Ave & E 12 St,1012.09,17
2020,September,40 Ave & 9 St,1266.46,21
2020,September,40 Ave & Crescent St,1135.24,19
2020,September,43 St & Broadway,1235.43,21
2020,September,44 Dr & 21 St,1036.18,17
2020,September,44 Dr & Jackson Ave,1693.79,28
2020,September,45 Rd & 11 St,1159.58,19
2020,September,46 Ave & 5 St,1243.2,21
2020,September,47 Ave & 31 St,1410.1,24
2020,September,47 Ave & Skillman Ave,1169.58,19
2020,September,48 Ave & 30 Pl,2641.75,44
2020,September,48 Ave & 5 St,1289.33,21
2020,September,49 Ave & 21 St,1145.91,19
2020,September,5 Av & W 139 St,1083.18,18
2020,September,5 Ave & 3 St,1058.24,18
2020,September,5 Ave & E 103 St,1722.76,29
2020,September,5 Ave & E 126 St,1365.38,23
2020,September,5 Ave & E 135 St,985.21,16
2020,September,5 Ave & E 29 St,1331.52,22
2020,September,5 Ave & E 63 St,1847.87,31
2020,September,5 Ave & E 73 St,1383.39,23
2020,September,5 Ave & E 78 St,1348.71,22
2020,September,5 Ave & E 88 St,1570.77,26
2020,September,5 Ave & E 93 St,1471.97,25
2020,September,5 Ave & W 131 St,1162.63,19
2020,September,5 St & 51 Ave,1601.08,27
2020,September,5 St & 6 Ave,1149.48,19
2020,September,6 Ave & 12 St,1538.33,26
2020,September,6 Ave & 9 St,1010.23,17
2020,September,6 Ave & Broome St,1056.83,18
2020,September,6 Ave & Canal St,1347.23,22
2020,September,6 Ave & W 33 St,1118.43,19
2020,September,6 Ave & W 34 St,1437.49,24
2020,September,6 St & 7 Ave,998.82,17
2020,September,7 Ave & Central Park South,1529.57,25
2020,September,7 Ave & Park Pl,961.81,16
2020,September,7 St & 3 Ave,1122.42,19
2020,September,7 St & 5 Ave,1236.86,21
2020,September,8 Ave & W 31 St,968.64,16
2020,September,8 Ave & W 33 St,1063.73,18
2020,September,8 Ave & W 38 St,1321.37,22
2020,September,8 Ave & W 52 St,1217,20
2020,September,9 Ave & W 18 St,995.28,17
2020,September,9 Ave & W 22 St,1156.81,19
2020,September,9 Ave & W 28 St,1023.24,17
2020,September,9 Ave & W 45 St,1494.44,25
2020,September,Adam Clayton Powell Blvd & W 115 St,1170.6,20
2020,September,Adam Clayton Powell Blvd & W 118 St,1193,20
2020,September,Adam Clayton Powell Blvd & W 123 St,1332.63,22
2020,September,Adam Clayton Powell Blvd & W 126 St,1754.03,29
2020,September,Adam Clayton Powell Blvd & W 130 St,1852.63,31
2020,September,Adam Clayton Powell Blvd & W 132 St,1087.25,18
2020,September,Adam Clayton Powell Blvd & W 138 St,1564.62,26
2020,September,Adam Clayton Powell Blvd & W 141 St,1337.95,22
2020,September,Adam Clayton Powell Blvd & W 151 St,5337.94,89
2020,September,Adelphi St & Myrtle Ave,1128.18,19
2020,September,Albany Ave & Fulton St,3221.6,54
2020,September,Alexander Ave & E 134 St,1796.72,30
2020,September,Allen St & Hester St,1129.65,19
2020,September,Allen St & Rivington St,1004.09,17
2020,September,Allen St & Stanton St,1284.2,21
2020,September,Amsterdam Ave & W 119 St,1096.82,18
2020,September,Amsterdam Ave & W 125 St,2028.19,34
2020,September,Amsterdam Ave & W 131 St,1961.77,33
2020,September,Amsterdam Ave & W 136 St,1797.33,30
2020,September,Amsterdam Ave & W 152 St,1424.42,24
2020,September,Amsterdam Ave & W 156 St,1377.24,23
2020,September,Amsterdam Ave & W 162 St,1280.37,21
2020,September,Amsterdam Ave & W 167 St,1631.95,27
2020,September,Amsterdam Ave & W 172 St,1525.84,25
2020,September,Amsterdam Ave & W 175 St,1678.43,28
2020,September,Amsterdam Ave & W 180 St,2167.93,36
2020,September,Amsterdam Ave & W 183 St,2979.71,50
2020,September,Amsterdam Ave & W 66 St,1919.94,32
2020,September,Amsterdam Ave & W 73 St,1290.1,22
2020,September,Amsterdam Ave & W 82 St,1102.64,18
2020,September,Anderson Ave & W 164 St,1990.25,33
2020,September,Astoria Park S & Shore Blvd,1265.69,21
2020,September,Atlantic Ave & Fort Greene Pl,1123.09,19
2020,September,Atlantic Ave & Furman St,1510.62,25
2020,September,Audobon Ave & W 179 St,1626.62,27
2020,September,Avenue C & E 18 St,1143.29,19
2020,September,Avenue D & E 10 St,1267.73,21
2020,September,Avenue D & E 3 St,1481.29,25
2020,September,Avenue D & E 8 St,1073.93,18
2020,September,Baltic St & 5 Ave,1142.99,19
2020,September,Bank St & Hudson St,1296.5,22
2020,September,Bank St & Washington St,1597.95,27
2020,September,Banker St & Meserole Ave,1163.63,19
2020,September,Barclay St & Church St,2229.45,37
2020,September,Barrow St & Hudson St,1401.47,23
2020,September,Bayard St & Baxter St,1800.14,30
2020,September,Bayard St & Leonard St,1010.28,17
2020,September,Beaver St & Fayette St,1018.22,17
2020,September,Beck St & Leggett Ave,2047.61,34
2020,September,Bedford Ave & Bergen St,1222.57,20
2020,September,Bedford Ave & Montgomery St,1529.29,25
2020,September,Bedford Ave & Nassau Ave,1266.73,21
2020,September,Bedford Ave & S 9 St,1254.21,21
2020,September,Bergen Ave & E 152 St,1434.25,24
2020,September,Bergen St & Flatbush Ave,1203.48,20
2020,September,Bergen St & Smith St,1079.43,18
2020,September,Bergen St & Vanderbilt Ave,1126.18,19
2020,September,Berkeley Pl & 6 Ave,1299.78,22
2020,September,Berkeley Pl & 7 Ave,1119.14,19
2020,September,Berry St & N 8 St,1168.23,19
2020,September,Bialystoker Pl & Delancey St,1166.49,19
2020,September,Boerum St & Broadway,1071.8,18
2020,September,Bond St & Bergen St,1688.69,28
2020,September,Bond St & Fulton St,1164.57,19
2020,September,Bradhurst Ave & W 148 St,2509.61,42
2020,September,Broad St & Bridge St,1566.95,26
2020,September,Broadway & 12 St,1104.03,18
2020,September,Broadway & Battery Pl,1523.9,25
2020,September,Broadway & Berry St,993.44,17
2020,September,Broadway & E 14 St,1165.1,19
2020,September,Broadway & E 22 St,973.68,16
2020,September,Broadway & Furman Ave,1741.18,29
